"","Overall","var","Variables","Resample"
"508",8.26022481308348,"title_X712",100,"Fold1"
"509",8.11578300000768,"summary_X526",100,"Fold1"
"510",7.96256981317111,"summary_X688",100,"Fold1"
"511",7.86766856418889,"author_X43184319",100,"Fold1"
"512",7.80634855199427,"summary_X298",100,"Fold1"
"513",7.2852440005312,"summary_X454",100,"Fold1"
"514",7.28082280948617,"summary_X762",100,"Fold1"
"515",7.27376078491267,"summary_X1753",100,"Fold1"
"516",7.08469946252501,"summary_X1229",100,"Fold1"
"517",7.01886785380337,"summary_X912",100,"Fold1"
"518",6.98122650049275,"summary_X641",100,"Fold1"
"519",6.79802753084719,"summary_X491",100,"Fold1"
"520",6.75286249898067,"summary_X315",100,"Fold1"
"521",6.69068616893295,"summary_X1368",100,"Fold1"
"522",6.60984451497978,"summary_X488",100,"Fold1"
"523",6.53566836221091,"summary_X2466",100,"Fold1"
"524",6.52666260150503,"summary_X1570",100,"Fold1"
"525",6.45508806931569,"summary_X1330",100,"Fold1"
"526",6.39209764236744,"summary_X582",100,"Fold1"
"527",6.31462931684711,"summary_X397",100,"Fold1"
"528",6.28336100793209,"summary_X550",100,"Fold1"
"529",6.20991340819517,"summary_X1711",100,"Fold1"
"530",6.11536684278297,"summary_X362",100,"Fold1"
"531",5.97412903508343,"title_X1731",100,"Fold1"
"532",5.95643101067335,"summary_X544",100,"Fold1"
"533",5.74600923167277,"title_X1124",100,"Fold1"
"534",5.58478922871409,"summary_X882",100,"Fold1"
"535",5.55036958330631,"author_X21472148",100,"Fold1"
"536",5.54210293849119,"summary_X597",100,"Fold1"
"537",5.49883132185338,"summary_X386",100,"Fold1"
"538",5.4668998509922,"summary_X1258",100,"Fold1"
"539",5.46486915194895,"summary_X500",100,"Fold1"
"540",5.25901683873914,"summary_X247",100,"Fold1"
"541",5.23305987268603,"summary_X363",100,"Fold1"
"542",5.21784861802705,"title_X491",100,"Fold1"
"543",5.21681501624863,"summary_X222",100,"Fold1"
"544",5.16980070019483,"title_X1858",100,"Fold1"
"545",5.11423413941496,"summary_X609",100,"Fold1"
"546",4.94530645659509,"title_X455",100,"Fold1"
"547",4.90862420151735,"title_X535",100,"Fold1"
"548",4.90509698267894,"summary_X637",100,"Fold1"
"549",4.89015115160592,"summary_X1209",100,"Fold1"
"550",4.66109458201301,"author_X34923493",100,"Fold1"
"551",4.56086471605609,"title_X488",100,"Fold1"
"552",4.48069170712008,"summary_X1599",100,"Fold1"
"553",4.4680496596916,"summary_X114",100,"Fold1"
"554",4.42357904138554,"summary_X798",100,"Fold1"
"555",4.36249351222367,"title_X359",100,"Fold1"
"556",4.34304198129666,"title_X799",100,"Fold1"
"557",4.29140610920324,"author_X858859",100,"Fold1"
"558",4.27990039205891,"summary_X432",100,"Fold1"
"559",4.24042076342301,"summary_X434",100,"Fold1"
"560",4.23127715496242,"title_X792",100,"Fold1"
"561",4.22774060938916,"title_X298",100,"Fold1"
"562",4.19046353634368,"summary_X1077",100,"Fold1"
"563",4.17830089719971,"summary_X781",100,"Fold1"
"564",4.1747288921509,"summary_X825",100,"Fold1"
"565",4.16722348574207,"summary_X915",100,"Fold1"
"566",3.97403606669465,"summary_X2218",100,"Fold1"
"567",3.96620766003001,"summary_X292",100,"Fold1"
"568",3.9565375738432,"summary_X787",100,"Fold1"
"569",3.90512890849758,"summary_X176",100,"Fold1"
"570",3.82067496506139,"author_X12671268",100,"Fold1"
"571",3.77170309769508,"summary_X468",100,"Fold1"
"572",3.75465661528198,"summary_X1382",100,"Fold1"
"573",3.70048746684208,"summary_X1137",100,"Fold1"
"574",3.69822248712409,"summary_X680",100,"Fold1"
"575",3.68150675156699,"summary_X1572",100,"Fold1"
"576",3.6568314818811,"summary_X2717",100,"Fold1"
"577",3.61719426568039,"title_X1368",100,"Fold1"
"578",3.52618891014887,"author_X3809698",100,"Fold1"
"579",3.51668441668964,"summary_X1124",100,"Fold1"
"580",3.48549207492401,"summary_X169",100,"Fold1"
"581",3.46620670695228,"summary_X860",100,"Fold1"
"582",3.41650098668836,"title_X1332",100,"Fold1"
"583",29.1976573153477,"summary_X210",482,"Fold2"
"584",25.9920444297767,"summary_X298",482,"Fold2"
"585",23.8599808950309,"summary_X236",482,"Fold2"
"586",20.7746241732716,"summary_X149",482,"Fold2"
"587",18.2806848285287,"summary_X491",482,"Fold2"
"588",17.6112337998436,"summary_X3038",482,"Fold2"
"589",16.7108834687317,"summary_X2093",482,"Fold2"
"590",16.6484858089043,"summary_X592",482,"Fold2"
"591",16.1394743939476,"summary_X362",482,"Fold2"
"592",15.1884973573112,"title_X149",482,"Fold2"
"593",15.1560568762338,"summary_X192",482,"Fold2"
"594",14.3713125420904,"summary_X582",482,"Fold2"
"595",14.3188168666737,"title_X488",482,"Fold2"
"596",12.9837417909864,"summary_X550",482,"Fold2"
"597",12.7933131816514,"summary_X688",482,"Fold2"
"598",12.4146085575213,"summary_X912",482,"Fold2"
"599",12.3492086500121,"summary_X218",482,"Fold2"
"600",11.8260117249787,"summary_X1382",482,"Fold2"
"601",11.7937580814928,"summary_X597",482,"Fold2"
"602",11.4412203868232,"title_X799",482,"Fold2"
"603",11.0084753398138,"summary_X630",482,"Fold2"
"604",10.5571763922925,"summary_X860",482,"Fold2"
"605",10.3266120857325,"title_X582",482,"Fold2"
"606",10.1939276732786,"summary_X514",482,"Fold2"
"607",10.190411514966,"summary_X1258",482,"Fold2"
"608",10.0611172896184,"summary_X535",482,"Fold2"
"609",9.83683481462261,"summary_X526",482,"Fold2"
"610",9.81131702241615,"summary_X1197",482,"Fold2"
"611",9.74087998430662,"author_X16381639",482,"Fold2"
"612",9.50703303486539,"title_X1382",482,"Fold2"
"613",9.24842892141361,"summary_X358",482,"Fold2"
"614",9.20764559437673,"title_X688",482,"Fold2"
"615",9.20432289336226,"summary_X808",482,"Fold2"
"616",9.12745996165874,"summary_X244",482,"Fold2"
"617",8.83536444679146,"summary_X488",482,"Fold2"
"618",8.79587564560845,"summary_X203",482,"Fold2"
"619",8.72657781892166,"summary_X271",482,"Fold2"
"620",8.59388130205046,"title_X386",482,"Fold2"
"621",8.26375129944396,"summary_X1229",482,"Fold2"
"622",8.17182379596632,"summary_X1368",482,"Fold2"
"623",8.0962284565068,"title_X535",482,"Fold2"
"624",7.94390673455773,"summary_X1124",482,"Fold2"
"625",7.70186041758337,"title_X1273",482,"Fold2"
"626",7.65401878388656,"title_X318",482,"Fold2"
"627",7.33942200448819,"summary_X1753",482,"Fold2"
"628",7.06812326630489,"summary_X315",482,"Fold2"
"629",6.89135367479246,"summary_X762",482,"Fold2"
"630",6.84825995299963,"title_X2211",482,"Fold2"
"631",6.7760325496881,"title_X860",482,"Fold2"
"632",6.69136920931812,"summary_X677",482,"Fold2"
"633",6.68667025359283,"summary_X2218",482,"Fold2"
"634",6.59391528430081,"summary_X183",482,"Fold2"
"635",6.53622355992304,"title_X988",482,"Fold2"
"636",6.48760580283283,"summary_X1231",482,"Fold2"
"637",6.46841235493864,"author_X16361637",482,"Fold2"
"638",6.39173363819526,"summary_X176",482,"Fold2"
"639",6.13444857469574,"title_X798",482,"Fold2"
"640",6.08643678294714,"summary_X988",482,"Fold2"
"641",6.0849418320892,"summary_X111",482,"Fold2"
"642",5.95626481641855,"summary_X367",482,"Fold2"
"643",5.71594590616058,"author_X23061264",482,"Fold2"
"644",5.50226700102487,"title_X3038",482,"Fold2"
"645",5.31664512796306,"summary_X468",482,"Fold2"
"646",4.97192300006278,"title_X210",482,"Fold2"
"647",4.93908383578866,"summary_X272",482,"Fold2"
"648",4.91802533186347,"summary_X882",482,"Fold2"
"649",4.88343583833296,"summary_X493",482,"Fold2"
"650",4.86842951764641,"summary_X363",482,"Fold2"
"651",4.86258591672089,"summary_X397",482,"Fold2"
"652",4.83884074411549,"summary_X278",482,"Fold2"
"653",4.78319861765504,"summary_X459",482,"Fold2"
"654",4.77375216422543,"title_X514",482,"Fold2"
"655",4.68175019339868,"title_X1383",482,"Fold2"
"656",4.59573484029561,"summary_X219",482,"Fold2"
"657",4.57943573707653,"summary_X1204",482,"Fold2"
"658",4.54969100683153,"title_X478",482,"Fold2"
"659",4.49935121564497,"summary_X114",482,"Fold2"
"660",4.4502536372572,"summary_X500",482,"Fold2"
"661",4.38359391153014,"summary_X154",482,"Fold2"
"662",4.29937285082335,"title_X762",482,"Fold2"
"663",4.20072771555584,"title_X1186",482,"Fold2"
"664",4.14681139986212,"title_X328",482,"Fold2"
"665",4.11794169911203,"title_X1124",482,"Fold2"
"666",4.08389020729494,"summary_X841",482,"Fold2"
"667",4.04836782946941,"title_X550",482,"Fold2"
"668",3.93988016311969,"summary_X269",482,"Fold2"
"669",3.78125052583121,"summary_X648",482,"Fold2"
"670",3.74034337278932,"summary_X100",482,"Fold2"
"671",3.72711812665045,"title_X1753",482,"Fold2"
"672",3.70744991438019,"summary_X513",482,"Fold2"
"673",3.70579451377064,"summary_X318",482,"Fold2"
"674",3.63630060674444,"summary_X940",482,"Fold2"
"675",3.6014459826658,"summary_X957",482,"Fold2"
"676",3.58486691910282,"title_X1368",482,"Fold2"
"677",3.43090026296989,"summary_X798",482,"Fold2"
"678",3.41655276121458,"title_X491",482,"Fold2"
"679",3.37512697036575,"summary_X482",482,"Fold2"
"680",3.36101720567578,"title_X1332",482,"Fold2"
"681",3.34413695366937,"summary_X441",482,"Fold2"
"682",3.31294595079207,"title_X298",482,"Fold2"
"683",3.31056048637605,"title_X2093",482,"Fold2"
"684",3.28547230953017,"title_X630",482,"Fold2"
"685",3.16795429127467,"summary_X1738",482,"Fold2"
"686",3.12787314917641,"author_X574575",482,"Fold2"
"687",3.12124316118944,"summary_X1221",482,"Fold2"
"688",3.11846502615721,"summary_X297",482,"Fold2"
"689",3.09728352374061,"title_X454",482,"Fold2"
"690",3.09351532201445,"summary_X1315",482,"Fold2"
"691",3.06850523209807,"title_X291",482,"Fold2"
"692",3.06342645540512,"summary_X503",482,"Fold2"
"693",3.05249629575063,"summary_X516",482,"Fold2"
"694",3.0052864529667,"summary_X291",482,"Fold2"
"695",2.99932212885022,"summary_X166",482,"Fold2"
"696",2.99009596916821,"summary_X507",482,"Fold2"
"697",2.96791038086097,"summary_X1570",482,"Fold2"
"698",2.94797581188956,"summary_X527",482,"Fold2"
"699",2.90470347570134,"summary_X560",482,"Fold2"
"700",2.88972629291708,"title_X1858",482,"Fold2"
"701",2.88911371427745,"author_X223913382240",482,"Fold2"
"702",2.8633603760528,"title_X284",482,"Fold2"
"703",2.8305073150165,"summary_X347",482,"Fold2"
"704",2.82956956565477,"summary_X781",482,"Fold2"
"705",2.82760562229058,"title_X370",482,"Fold2"
"706",2.8109721788244,"summary_X680",482,"Fold2"
"707",2.8089544402178,"summary_X171",482,"Fold2"
"708",2.80796873018328,"summary_X2466",482,"Fold2"
"709",2.79330866252823,"author_X310012113101",482,"Fold2"
"710",2.78627559571809,"summary_X939",482,"Fold2"
"711",2.76615295440881,"summary_X1711",482,"Fold2"
"712",2.73863140861151,"summary_X235",482,"Fold2"
"713",2.73802161552576,"summary_X544",482,"Fold2"
"714",2.72890882747439,"summary_X135",482,"Fold2"
"715",2.71795846101854,"summary_X915",482,"Fold2"
"716",2.69282496635798,"title_X278",482,"Fold2"
"717",2.66223907966546,"title_X299",482,"Fold2"
"718",2.66138548471689,"summary_X415",482,"Fold2"
"719",2.65502661279902,"author_X21472148",482,"Fold2"
"720",2.64854759873604,"summary_X161",482,"Fold2"
"721",2.64581487053602,"title_X192",482,"Fold2"
"722",2.62910954087694,"title_X1205",482,"Fold2"
"723",2.59654808908687,"summary_X1572",482,"Fold2"
"724",2.57488961393228,"summary_X117",482,"Fold2"
"725",2.5571034917426,"summary_X1602",482,"Fold2"
"726",2.54955026479286,"summary_X103",482,"Fold2"
"727",2.51828842294304,"title_X315",482,"Fold2"
"728",2.51617452275859,"summary_X247",482,"Fold2"
"729",2.49457449724734,"title_X218",482,"Fold2"
"730",2.49265713002656,"summary_X189",482,"Fold2"
"731",2.47093119409192,"title_X189",482,"Fold2"
"732",2.46301367645456,"title_X516",482,"Fold2"
"733",2.45754597455049,"summary_X716",482,"Fold2"
"734",2.37310092133663,"summary_X461",482,"Fold2"
"735",2.34578952684204,"summary_X413",482,"Fold2"
"736",2.34365245612617,"title_X759",482,"Fold2"
"737",2.29510230460893,"summary_X1154",482,"Fold2"
"738",2.29000514616518,"summary_X855",482,"Fold2"
"739",2.27414426202251,"summary_X265",482,"Fold2"
"740",2.272095147744,"summary_X299",482,"Fold2"
"741",2.25149663505611,"title_X494",482,"Fold2"
"742",2.22287023857896,"title_X538",482,"Fold2"
"743",2.21020164080538,"summary_X252",482,"Fold2"
"744",2.20331079696839,"title_X487",482,"Fold2"
"745",2.18570243198956,"summary_X188",482,"Fold2"
"746",2.17791015995642,"title_X362",482,"Fold2"
"747",2.17144985165951,"summary_X270",482,"Fold2"
"748",2.13193831672895,"summary_X678",482,"Fold2"
"749",2.10776864617285,"summary_X825",482,"Fold2"
"750",2.10459521971953,"summary_X696",482,"Fold2"
"751",2.07151740464555,"title_X536",482,"Fold2"
"752",2.06878952019389,"summary_X430",482,"Fold2"
"753",2.06877515032777,"summary_X641",482,"Fold2"
"754",2.06672399322035,"summary_X168",482,"Fold2"
"755",2.02776975711873,"summary_X165",482,"Fold2"
"756",2.01562607002554,"author_X12671268",482,"Fold2"
"757",2.00873340892412,"summary_X169",482,"Fold2"
"758",1.98524749762094,"summary_X207",482,"Fold2"
"759",1.98203463165823,"author_X3809698",482,"Fold2"
"760",1.9666213051325,"summary_X1155",482,"Fold2"
"761",1.941825760816,"summary_X220",482,"Fold2"
"762",1.92258552611046,"summary_X530",482,"Fold2"
"763",1.91603404901207,"title_X148",482,"Fold2"
"764",1.89946930677062,"summary_X454",482,"Fold2"
"765",1.88269656629234,"summary_X386",482,"Fold2"
"766",1.86380594829151,"summary_X1232",482,"Fold2"
"767",1.79519192466316,"title_X459",482,"Fold2"
"768",1.78151445539919,"summary_X198",482,"Fold2"
"769",1.75303650657935,"title_X256",482,"Fold2"
"770",1.74548216755327,"summary_X1516",482,"Fold2"
"771",1.71577081593229,"summary_X190",482,"Fold2"
"772",1.69312457263233,"summary_X494",482,"Fold2"
"773",1.67832025241912,"title_X957",482,"Fold2"
"774",1.67388272022387,"author_X19961997",482,"Fold2"
"775",1.66601650582212,"summary_X751",482,"Fold2"
"776",1.65318908333736,"author_X609336221328",482,"Fold2"
"777",1.65251201636697,"title_X3402",482,"Fold2"
"778",1.64598462975375,"author_X49564957",482,"Fold2"
"779",1.64505085509357,"title_X198",482,"Fold2"
"780",1.63992949493823,"summary_X1219",482,"Fold2"
"781",1.60991799654357,"summary_X344",482,"Fold2"
"782",1.57928332445382,"summary_X281",482,"Fold2"
"783",1.54379704250108,"summary_X654",482,"Fold2"
"784",1.53916883261505,"title_X420",482,"Fold2"
"785",1.53472091496493,"summary_X840",482,"Fold2"
"786",1.51981737048176,"title_X455",482,"Fold2"
"787",1.51781028715093,"author_X13231324",482,"Fold2"
"788",1.51602515569151,"title_X165",482,"Fold2"
"789",1.50015604305284,"summary_X1901",482,"Fold2"
"790",1.4990046252233,"summary_X1702",482,"Fold2"
"791",1.49200370634406,"summary_X446",482,"Fold2"
"792",1.48693116578115,"summary_X121",482,"Fold2"
"793",1.47623994569037,"title_X190",482,"Fold2"
"794",1.47054292910299,"summary_X609",482,"Fold2"
"795",1.43113527400588,"summary_X1077",482,"Fold2"
"796",1.42133105014569,"summary_X359",482,"Fold2"
"797",1.41705024469703,"author_X858859",482,"Fold2"
"798",1.39574952085711,"summary_X1577",482,"Fold2"
"799",1.39214082310949,"summary_X619",482,"Fold2"
"800",1.38204060399148,"summary_X268",482,"Fold2"
"801",1.36763009141724,"summary_X985",482,"Fold2"
"802",1.36694814753885,"summary_X256",482,"Fold2"
"803",1.36606179180238,"title_X233",482,"Fold2"
"804",1.32879680707209,"summary_X179",482,"Fold2"
"805",1.32584447339116,"author_X819870820",482,"Fold2"
"806",1.3257721676614,"summary_X1120",482,"Fold2"
"807",1.32466475598459,"summary_X1002",482,"Fold2"
"808",1.28802843240758,"summary_X764",482,"Fold2"
"809",1.28787293778515,"summary_X467",482,"Fold2"
"810",1.28490679324747,"summary_X803",482,"Fold2"
"811",1.28314580398234,"summary_X116",482,"Fold2"
"812",1.28281198764982,"summary_X432",482,"Fold2"
"813",1.26063039910958,"summary_X866",482,"Fold2"
"814",1.25884775958846,"summary_X156",482,"Fold2"
"815",1.25677173294062,"summary_X605",482,"Fold2"
"816",1.25274355268329,"author_X43184319",482,"Fold2"
"817",1.23441416882812,"summary_X245",482,"Fold2"
"818",1.22850606084561,"summary_X738",482,"Fold2"
"819",1.22720555524604,"summary_X303",482,"Fold2"
"820",1.22173743001939,"summary_X1652",482,"Fold2"
"821",1.21160998293419,"title_X840",482,"Fold2"
"822",1.1932261560351,"summary_X724",482,"Fold2"
"823",1.16460389462761,"summary_X389",482,"Fold2"
"824",1.15977130693988,"summary_X4060",482,"Fold2"
"825",1.151576301074,"title_X712",482,"Fold2"
"826",1.14999765059356,"summary_X437",482,"Fold2"
"827",1.1436894320739,"summary_X282",482,"Fold2"
"828",1.13723093532383,"author_X36883904",482,"Fold2"
"829",1.11596146677498,"summary_X2343",482,"Fold2"
"830",1.11238370649718,"summary_X126",482,"Fold2"
"831",1.10577803017131,"summary_X792",482,"Fold2"
"832",1.08826961502623,"summary_X2220",482,"Fold2"
"833",1.07222053303467,"title_X503",482,"Fold2"
"834",1.05409333417934,"summary_X1195",482,"Fold2"
"835",1.03074080612621,"summary_X1937",482,"Fold2"
"836",1.02262122168525,"summary_X487",482,"Fold2"
"837",1.00407589352369,"summary_X1209",482,"Fold2"
"838",1.00100150250438,"author_X1254912550",482,"Fold2"
"839",1.00100150250438,"author_X707708",482,"Fold2"
"840",0.982526349981343,"summary_X1810",482,"Fold2"
"841",0.979940745910848,"summary_X151",482,"Fold2"
"842",0.958449674472043,"author_X13201747",482,"Fold2"
"843",0.938976697587579,"summary_X1830",482,"Fold2"
"844",0.933222506636241,"summary_X464",482,"Fold2"
"845",0.93252716908443,"summary_X1717",482,"Fold2"
"846",0.922888617399179,"summary_X477",482,"Fold2"
"847",0.911277265284691,"title_X1330",482,"Fold2"
"848",0.904372986606853,"summary_X2717",482,"Fold2"
"849",0.902451209446976,"summary_X590",482,"Fold2"
"850",0.900169132284852,"summary_X478",482,"Fold2"
"851",0.898530398083479,"author_X14831563",482,"Fold2"
"852",0.876467587458636,"summary_X404",482,"Fold2"
"853",0.862803059364008,"summary_X739",482,"Fold2"
"854",0.852736416546147,"summary_X1205",482,"Fold2"
"855",0.838551747639624,"title_X1984",482,"Fold2"
"856",0.835327705242268,"title_X114",482,"Fold2"
"857",0.834070407056486,"summary_X656",482,"Fold2"
"858",0.825929406985865,"summary_X637",482,"Fold2"
"859",0.825216923990752,"summary_X555",482,"Fold2"
"860",0.81340912623737,"summary_X206",482,"Fold2"
"861",0.80429553680829,"summary_X123",482,"Fold2"
"862",0.803556484612581,"summary_X1182",482,"Fold2"
"863",0.791875417588305,"summary_X2178",482,"Fold2"
"864",0.790756960038694,"summary_X653",482,"Fold2"
"865",0.790194338497301,"summary_X1136",482,"Fold2"
"866",0.780534324308991,"summary_X1841",482,"Fold2"
"867",0.770490289098965,"summary_X936",482,"Fold2"
"868",0.769128740782443,"summary_X964",482,"Fold2"
"869",0.758627705246629,"summary_X140",482,"Fold2"
"870",0.758478242503767,"summary_X113",482,"Fold2"
"871",0.752908182460988,"summary_X588",482,"Fold2"
"872",0.74450664084911,"title_X1154",482,"Fold2"
"873",0.734901987236528,"summary_X611",482,"Fold2"
"874",0.684462066972746,"summary_X505",482,"Fold2"
"875",0.682739587682137,"summary_X329",482,"Fold2"
"876",0.680284558421453,"summary_X1751",482,"Fold2"
"877",0.673210492423987,"summary_X1741",482,"Fold2"
"878",0.664575138337157,"summary_X387",482,"Fold2"
"879",0.662483104377758,"author_X34923493",482,"Fold2"
"880",0.659769420582325,"summary_X455",482,"Fold2"
"881",0.65356153957786,"title_X739",482,"Fold2"
"882",0.642036482415882,"title_X912",482,"Fold2"
"883",0.635026022995003,"summary_X966",482,"Fold2"
"884",0.618655096763514,"title_X194",482,"Fold2"
"885",0.615613175383093,"summary_X1270",482,"Fold2"
"886",0.613154192740549,"author_X46383020",482,"Fold2"
"887",0.603077173210141,"summary_X2232",482,"Fold2"
"888",0.601420305995848,"summary_X827",482,"Fold2"
"889",0.599206684844969,"summary_X200",482,"Fold2"
"890",0.589624502263305,"summary_X1053",482,"Fold2"
"891",0.578361633218458,"summary_X1106",482,"Fold2"
"892",0.55911850419356,"summary_X1280",482,"Fold2"
"893",0.556401318789696,"title_X727",482,"Fold2"
"894",0.549747919677143,"summary_X536",482,"Fold2"
"895",0.547667709937633,"summary_X204",482,"Fold2"
"896",0.541504175077756,"summary_X361",482,"Fold2"
"897",0.540921431404529,"summary_X559",482,"Fold2"
"898",0.532847267347091,"author_X22923948",482,"Fold2"
"899",0.529878138037541,"summary_X1296",482,"Fold2"
"900",0.527461556598801,"summary_X832",482,"Fold2"
"901",0.523491277700724,"summary_X522",482,"Fold2"
"902",0.519266942969228,"summary_X853",482,"Fold2"
"903",0.493633462355822,"author_X19284821929",482,"Fold2"
"904",0.492598821294432,"summary_X1689",482,"Fold2"
"905",0.492427735774,"summary_X420",482,"Fold2"
"906",0.474205488634926,"summary_X261",482,"Fold2"
"907",0.467528960377601,"summary_X137",482,"Fold2"
"908",0.446076035585901,"summary_X538",482,"Fold2"
"909",0.427833044529833,"summary_X238",482,"Fold2"
"910",0.409417489750253,"summary_X222",482,"Fold2"
"911",0.386044644079332,"title_X1711",482,"Fold2"
"912",0.341472536669034,"summary_X1502",482,"Fold2"
"913",0.318163765673341,"summary_X1618",482,"Fold2"
"914",0.307437844396717,"summary_X242",482,"Fold2"
"915",0.292240877397393,"summary_X664",482,"Fold2"
"916",0.285193298663973,"summary_X1160",482,"Fold2"
"917",0.279703913157646,"summary_X158",482,"Fold2"
"918",0.247523068118804,"summary_X743",482,"Fold2"
"919",0.21077421535548,"summary_X212",482,"Fold2"
"920",0.192794265173221,"summary_X1487",482,"Fold2"
"921",0.182157069724712,"summary_X1097",482,"Fold2"
"922",0.17187925019542,"summary_X995",482,"Fold2"
"923",0.169219471359412,"summary_X276",482,"Fold2"
"924",0.166118853596658,"summary_X804",482,"Fold2"
"925",0.131896785568489,"summary_X766",482,"Fold2"
"926",0.0991850726331168,"summary_X1419",482,"Fold2"
"927",0.0748405857162859,"title_X559",482,"Fold2"
"928",0.0592784980705282,"summary_X184",482,"Fold2"
"929",0.032195058882415,"summary_X886",482,"Fold2"
"930",0.0131037834809159,"summary_X944",482,"Fold2"
"931",0.0113133479257057,"title_X669",482,"Fold2"
"932",0.00370471364759116,"summary_X249",482,"Fold2"
"933",0,"author_X25911319",482,"Fold2"
"934",0,"author_X56875688",482,"Fold2"
"935",0,"author_X60096010",482,"Fold2"
"936",0,"author_X61064542",482,"Fold2"
"937",0,"author_X703704",482,"Fold2"
"938",-0.000318012818564231,"author_X4445974446",482,"Fold2"
"939",-0.00972229778752592,"summary_X385",482,"Fold2"
"940",-0.0107442758877844,"summary_X416",482,"Fold2"
"941",-0.0119582046745098,"summary_X1330",482,"Fold2"
"942",-0.0136035508804228,"summary_X292",482,"Fold2"
"943",-0.0260180289716006,"summary_X273",482,"Fold2"
"944",-0.0264094988570497,"summary_X393",482,"Fold2"
"945",-0.0293146253960225,"summary_X836",482,"Fold2"
"946",-0.0307838779121418,"summary_X750",482,"Fold2"
"947",-0.0388078000795847,"summary_X552",482,"Fold2"
"948",-0.0406116361434381,"title_X1486",482,"Fold2"
"949",-0.0482710342334583,"title_X1032",482,"Fold2"
"950",-0.0645726168453545,"title_X1602",482,"Fold2"
"951",-0.0650698278994708,"summary_X131",482,"Fold2"
"952",-0.0825810066834012,"summary_X440",482,"Fold2"
"953",-0.102839621535638,"summary_X388",482,"Fold2"
"954",-0.113031889218179,"summary_X251",482,"Fold2"
"955",-0.128194871129683,"summary_X1104",482,"Fold2"
"956",-0.131128861104096,"summary_X987",482,"Fold2"
"957",-0.135688193549937,"summary_X369",482,"Fold2"
"958",-0.143356561680836,"summary_X760",482,"Fold2"
"959",-0.149914268652738,"summary_X1137",482,"Fold2"
"960",-0.171817649547268,"title_X3074",482,"Fold2"
"961",-0.202808948271737,"summary_X1798",482,"Fold2"
"962",-0.232973179143225,"summary_X809",482,"Fold2"
"963",-0.282803030098403,"summary_X322",482,"Fold2"
"964",-0.284647853485191,"summary_X1338",482,"Fold2"
"965",-0.294061710373553,"summary_X924",482,"Fold2"
"966",-0.312814777296209,"summary_X434",482,"Fold2"
"967",-0.318295554618538,"title_X1707",482,"Fold2"
"968",-0.322122571323947,"summary_X234",482,"Fold2"
"969",-0.326637654003216,"summary_X877",482,"Fold2"
"970",-0.350231744071998,"summary_X725",482,"Fold2"
"971",-0.350430101962829,"title_X117",482,"Fold2"
"972",-0.354694346218324,"summary_X768",482,"Fold2"
"973",-0.370997862258744,"summary_X125",482,"Fold2"
"974",-0.372237812910514,"summary_X368",482,"Fold2"
"975",-0.39956685287138,"summary_X284",482,"Fold2"
"976",-0.403305772712344,"summary_X3074",482,"Fold2"
"977",-0.403642012932267,"summary_X807",482,"Fold2"
"978",-0.410943016649356,"summary_X668",482,"Fold2"
"979",-0.423173064388933,"summary_X182",482,"Fold2"
"980",-0.433961014417855,"title_X1487",482,"Fold2"
"981",-0.436429501133506,"summary_X2636",482,"Fold2"
"982",-0.471930892405291,"summary_X400",482,"Fold2"
"983",-0.486530644902282,"title_X1155",482,"Fold2"
"984",-0.51398247613424,"title_X359",482,"Fold2"
"985",-0.525318383183849,"summary_X603",482,"Fold2"
"986",-0.53532142208081,"summary_X391",482,"Fold2"
"987",-0.55528032273942,"summary_X366",482,"Fold2"
"988",-0.55869792534506,"summary_X646",482,"Fold2"
"989",-0.562916456414886,"summary_X277",482,"Fold2"
"990",-0.589531482114419,"title_X1241",482,"Fold2"
"991",-0.621781090117758,"title_X1334",482,"Fold2"
"992",-0.627145766316861,"summary_X237",482,"Fold2"
"993",-0.646089183099275,"summary_X955",482,"Fold2"
"994",-0.666195754390029,"summary_X838",482,"Fold2"
"995",-0.667909139495444,"title_X825",482,"Fold2"
"996",-0.676898419833002,"summary_X612",482,"Fold2"
"997",-0.696185483752754,"title_X111",482,"Fold2"
"998",-0.701276464890429,"summary_X229",482,"Fold2"
"999",-0.713785132735959,"summary_X178",482,"Fold2"
"1000",-0.714376772334414,"summary_X202",482,"Fold2"
"1001",-0.71849225989661,"summary_X194",482,"Fold2"
"1002",-0.72238117076325,"title_X326",482,"Fold2"
"1003",-0.724264916565796,"title_X764",482,"Fold2"
"1004",-0.746969794473695,"summary_X1948",482,"Fold2"
"1005",-0.777170923266886,"title_X725",482,"Fold2"
"1006",-0.789703560832531,"title_X609",482,"Fold2"
"1007",-0.798564708052203,"summary_X744",482,"Fold2"
"1008",-0.801175983618385,"summary_X784",482,"Fold2"
"1009",-0.809779337569941,"summary_X463",482,"Fold2"
"1010",-0.812633642823781,"summary_X264",482,"Fold2"
"1011",-0.838289999801759,"summary_X250",482,"Fold2"
"1012",-0.841595912550848,"summary_X2877",482,"Fold2"
"1013",-0.842694707199009,"summary_X601",482,"Fold2"
"1014",-0.862957505098166,"title_X270",482,"Fold2"
"1015",-0.881351321433267,"author_X10051006",482,"Fold2"
"1016",-0.895131687773992,"title_X792",482,"Fold2"
"1017",-0.909791376283553,"summary_X607",482,"Fold2"
"1018",-0.924378033533752,"summary_X3278",482,"Fold2"
"1019",-0.936543633175445,"summary_X1461",482,"Fold2"
